Row ID,Order Date,Customer ID,Segment,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,month,year
6038,4/9/2016,AA-10645,Consumer,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,13672.8,6,0,6562.944,Sept,2016
6039,4/9/2016,AA-10645,Consumer,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,15590.4,4,0,623.616,Sept,2016
6040,4/9/2016,AA-10645,Consumer,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,633.6,3,0,304.128,Sept,2016
6041,24/9/2017,FA-14230,Corporate,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,103104,3,0.2,9021.6,Sept,2017
6042,24/9/2017,FA-14230,Corporate,TEC-MA-10001031,Technology,Machines,Socket Bluetooth Cordless Hand Scanner (CHS),60753.6,3,0.2,21263.76,Sept,2017
6043,4/2/2016,TB-21520,Consumer,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,1724.16,2,0.2,474.144,Feb,2016
6044,19/5/2017,AH-10075,Corporate,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,37722.24,3,0.2,-4243.752,May,2017
6045,19/5/2017,AH-10075,Corporate,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,3346.56,7,0.2,1213.128,May,2017
6046,3/9/2015,CP-12085,Corporate,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",28578.24,3,0.2,10716.84,Sept,2015
6047,9/6/2016,BF-11215,Home Office,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",83152.8,3,0,20788.2,Jun,2016
6048,7/11/2015,CP-12340,Corporate,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,1937.52,9,0.7,-1550.016,Nov,2015
6049,7/11/2015,CP-12340,Corporate,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,161458.2,5,0.7,-123784.62,Nov,2015
6050,15/6/2016,LS-17245,Consumer,OFF-PA-10000483,Office Supplies,Paper,Xerox 19,20818.56,7,0.2,6505.8,Jun,2016
6051,25/4/2015,TS-21655,Consumer,OFF-AR-10000658,Office Supplies,Art,Newell 324,6930,5,0,1940.4,Apr,2015
6052,25/4/2015,TS-21655,Consumer,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,32688,5,0,9152.64,Apr,2015
6053,23/9/2016,JS-15940,Home Office,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,1434.24,3,0.2,484.056,Sept,2016
6054,23/9/2016,JS-15940,Home Office,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",3360,4,0.2,924,Sept,2016
6055,23/9/2016,JS-15940,Home Office,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,1464.12,7,0.7,-1171.296,Sept,2016
6056,18/8/2016,NF-18385,Consumer,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,248.16,1,0.8,-409.464,Aug,2016
6057,18/8/2016,NF-18385,Consumer,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,10060.8,8,0.2,3647.04,Aug,2016
6058,2/3/2014,KN-16705,Home Office,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,1363.2,2,0,640.704,Mar,2014
6059,2/3/2014,KN-16705,Home Office,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",4368,5,0,2096.64,Mar,2014
6060,30/12/2014,GA-14725,Consumer,TEC-AC-10004859,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",3356.16,2,0.2,839.04,Dec,2014
6061,10/4/2015,EH-14125,Home Office,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,17044.8,4,0,4602.096,Apr,2015
6062,10/4/2015,EH-14125,Home Office,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,1760.4,3,0,721.764,Apr,2015
6063,25/12/2015,RA-19285,Consumer,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,143995.2,5,0.2,26999.1,Dec,2015
6064,25/12/2015,RA-19285,Consumer,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",1512,3,0,740.88,Dec,2015
6065,25/12/2015,RA-19285,Consumer,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),2152.8,3,0,968.76,Dec,2015
6066,5/4/2015,TT-21070,Consumer,OFF-LA-10001569,Office Supplies,Labels,Avery 499,2868.48,6,0.2,932.256,Apr,2015
6067,17/1/2015,AH-10465,Consumer,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",10675.2,8,0.2,1200.96,Jan,2015
6068,20/5/2017,CC-12430,Home Office,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",62192.64,8,0.2,-11661.12,May,2017
6069,20/5/2017,CC-12430,Home Office,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,837.6,1,0,402.048,May,2017
6070,20/5/2017,CC-12430,Home Office,TEC-MA-10003176,Technology,Machines,Okidata B400 Printer,41184,1,0.2,4633.2,May,2017
6071,13/8/2017,KD-16495,Corporate,OFF-LA-10004093,Office Supplies,Labels,Avery 486,2105.28,3,0.2,710.532,Aug,2017
6072,31/12/2015,BG-11035,Consumer,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,18322.56,2,0.2,-3206.448,Dec,2015
6073,31/12/2015,BG-11035,Consumer,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,418.56,2,0.2,68.016,Dec,2015
6074,31/12/2015,BG-11035,Consumer,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,706.56,2,0.2,-158.976,Dec,2015
6075,25/12/2017,FH-14365,Corporate,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,18426.24,3,0.2,6218.856,Dec,2017
6076,25/12/2017,FH-14365,Corporate,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",32474.4,2,0,324.744,Dec,2017
6077,1/9/2016,PG-18820,Consumer,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,56268,6,0,24757.92,Sept,2016
6078,1/9/2016,PG-18820,Consumer,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,8697.6,2,0,3652.992,Sept,2016
6079,1/9/2016,PG-18820,Consumer,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,1314,3,0,394.2,Sept,2016
6080,1/9/2016,PG-18820,Consumer,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",23018.4,3,0,7365.888,Sept,2016
6081,5/8/2017,NZ-18565,Home Office,OFF-ST-10001172,Office Supplies,Storage,"Tennsco Lockers, Sand",18126.72,9,0.2,906.336,Aug,2017
6082,18/2/2014,TB-21595,Consumer,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",3019.2,5,0.6,-1358.64,Feb,2014
6083,22/11/2016,JE-15475,Consumer,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,745.92,6,0.8,-1156.176,Nov,2016
6084,22/11/2016,JE-15475,Consumer,OFF-AR-10003481,Office Supplies,Art,Newell 348,2833.92,9,0.2,318.816,Nov,2016
6085,22/11/2016,JE-15475,Consumer,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,2883.84,2,0.2,-72.096,Nov,2016
6086,22/11/2016,JE-15475,Consumer,OFF-LA-10000262,Office Supplies,Labels,Avery 494,250.56,1,0.2,81.432,Nov,2016
6087,22/11/2016,JE-15475,Consumer,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,538.56,6,0.8,-807.84,Nov,2016
6088,14/12/2015,EH-13945,Consumer,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,3506.4,3,0,1542.816,Dec,2015
6089,13/6/2015,BF-10975,Corporate,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,777.6,1,0,373.248,Jun,2015
6090,28/12/2017,PC-18745,Corporate,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,142.56,2,0.7,-118.8,Dec,2017
6091,20/9/2017,SV-20365,Consumer,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,32717.52,3,0.1,2181.168,Sept,2017
6092,20/9/2017,SV-20365,Consumer,TEC-AC-10002647,Technology,Accessories,"Logitech Wireless Boombox Speaker - portable - wireless, wired",25536,2,0,11491.2,Sept,2017
6093,20/9/2017,SV-20365,Consumer,OFF-PA-10000807,Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",4622.4,9,0,2172.528,Sept,2017
6094,20/9/2017,SV-20365,Consumer,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,8716.8,2,0,2615.04,Sept,2017
6095,20/9/2017,SV-20365,Consumer,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",5448,4,0,1525.44,Sept,2017
6096,20/9/2017,SV-20365,Consumer,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",1651.2,2,0,759.552,Sept,2017
6097,20/9/2017,SV-20365,Consumer,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",9718.92,1,0.1,971.892,Sept,2017
6098,20/9/2017,SV-20365,Consumer,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",1414.08,3,0.2,477.252,Sept,2017
6099,20/9/2017,SV-20365,Consumer,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,523.2,2,0,214.512,Sept,2017
6100,20/9/2017,SV-20365,Consumer,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,346575.24,11,0.1,73165.884,Sept,2017
6101,20/9/2017,SV-20365,Consumer,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,155959.2,2,0,42108.984,Sept,2017
6102,20/9/2017,SV-20365,Consumer,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,270529.2,5,0.1,45088.2,Sept,2017
6103,20/9/2017,SV-20365,Consumer,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,12582,3,0,3397.14,Sept,2017
6104,20/9/2017,SV-20365,Consumer,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,7196.4,3,0,2446.776,Sept,2017
6105,22/8/2017,Dp-13240,Home Office,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,37743.84,2,0.4,-10065.024,Aug,2017
6106,18/6/2015,HR-14830,Corporate,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",1635.84,4,0.2,429.408,Jun,2015
6107,20/12/2014,WB-21850,Consumer,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,2331.84,2,0.8,-5946.192,Dec,2014
6108,20/12/2014,WB-21850,Consumer,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,7852.8,5,0.2,-981.6,Dec,2014
6109,11/9/2016,AS-10090,Consumer,OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,720,2,0.2,252,Sept,2016
6110,11/9/2016,AS-10090,Consumer,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,228.96,3,0.8,-389.232,Sept,2016
6111,12/11/2016,SP-20920,Consumer,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",176976.24,7,0.3,-2528.232,Nov,2016
6112,12/11/2016,SP-20920,Consumer,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",13211.52,2,0.2,3963.456,Nov,2016
6113,12/11/2016,SP-20920,Consumer,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,2010.24,6,0.2,653.328,Nov,2016
6114,12/11/2016,SP-20920,Consumer,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",184448.88,9,0.3,0,Nov,2016
6115,12/11/2016,SP-20920,Consumer,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,53924.64,2,0.3,-1540.704,Nov,2016
6116,14/3/2016,SP-20650,Corporate,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,5028.48,6,0.2,1697.112,Mar,2016
6117,13/11/2016,CM-12655,Home Office,TEC-PH-10002114,Technology,Phones,Xiaomi Mi3,273595.2,4,0,71134.752,Nov,2016
6118,13/11/2016,CM-12655,Home Office,OFF-LA-10001569,Office Supplies,Labels,Avery 499,1792.8,3,0,824.688,Nov,2016
6119,19/9/2017,JR-16210,Corporate,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,23037.12,3,0.2,2303.712,Sept,2017
6120,19/9/2017,JR-16210,Corporate,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,2859.84,3,0.2,786.456,Sept,2017
6121,19/9/2017,JR-16210,Corporate,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",49105.92,8,0.2,7365.888,Sept,2017
6122,19/9/2017,JR-16210,Corporate,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,8710.56,2,0.7,-15388.656,Sept,2017
6123,4/12/2017,CB-12415,Consumer,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,7388.16,2,0.2,554.112,Dec,2017
6124,31/8/2015,SD-20485,Home Office,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",2515.2,4,0.2,817.44,Aug,2015
6125,3/6/2017,SS-20140,Corporate,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,5370,5,0,1020.3,Jun,2017
6126,3/6/2017,SS-20140,Corporate,OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,1435.2,2,0,645.84,Jun,2017
6127,3/6/2017,SS-20140,Corporate,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,469.44,1,0.2,152.568,Jun,2017
6128,31/3/2016,EH-13990,Consumer,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",39359.52,6,0.1,6559.92,Mar,2016
6129,25/10/2014,AH-10030,Corporate,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,5928.96,4,0.2,2223.36,Oct,2014
6130,26/3/2017,EM-14200,Home Office,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,6390,3,0,2492.1,Mar,2017
6131,26/3/2017,EM-14200,Home Office,OFF-FA-10003021,Office Supplies,Fasteners,Staples,451.2,2,0,157.92,Mar,2017
6132,27/12/2014,TB-21190,Home Office,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",92065.68,14,0.1,19436.088,Dec,2014
6133,15/9/2017,AB-10165,Consumer,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,19675.2,5,0.2,7132.26,Sept,2017
6134,16/8/2016,AO-10810,Corporate,FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",19353.6,2,0.2,1451.52,Aug,2016
6135,4/11/2016,TT-21220,Consumer,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,23136,4,0,6709.44,Nov,2016
6136,18/10/2015,KN-16705,Home Office,TEC-AC-10000521,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",3323.52,3,0.2,415.44,Oct,2015
6137,18/10/2015,KN-16705,Home Office,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,8779.68,6,0.8,-22388.184,Oct,2015
6138,31/10/2016,FO-14305,Consumer,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,3847.68,6,0.2,1346.688,Oct,2016
6139,30/3/2014,GA-14725,Consumer,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,24679.92,2,0.15,-1451.76,Mar,2014
6140,18/4/2015,NC-18415,Consumer,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,13852.8,3,0,3601.728,Apr,2015
6141,9/7/2017,JF-15190,Consumer,OFF-PA-10001497,Office Supplies,Paper,Xerox 1914,32976,5,0,16158.24,Jul,2017
6142,9/7/2017,JF-15190,Consumer,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,23476.8,4,0,469.536,Jul,2017
6143,9/7/2017,JF-15190,Consumer,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,30957.6,2,0,8977.704,Jul,2017
6144,9/7/2017,JF-15190,Consumer,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,14284.8,6,0,5856.768,Jul,2017
6145,27/6/2017,GT-14710,Consumer,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",2408.4,3,0,1107.864,Jun,2017
6146,22/12/2014,KM-16660,Consumer,OFF-AR-10003394,Office Supplies,Art,Newell 332,1411.2,4,0,381.024,Dec,2014
6147,21/11/2017,PJ-18835,Corporate,OFF-AR-10003394,Office Supplies,Art,Newell 332,1411.2,4,0,381.024,Nov,2017
6148,21/11/2017,PJ-18835,Corporate,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,4888.32,2,0.2,1772.016,Nov,2017
6149,27/6/2016,AC-10660,Consumer,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,24190.08,2,0.2,1511.88,Jun,2016
6150,28/12/2017,JG-15310,Corporate,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,40884.48,6,0.2,-4088.448,Dec,2017
6151,8/4/2016,RM-19375,Consumer,FUR-BO-10001608,Furniture,Bookcases,"Hon Metal Bookcases, Black",42588,5,0,10647,Apr,2016
6152,18/3/2014,EK-13795,Home Office,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",143799.6,10,0.15,8458.8,Mar,2014
6153,3/7/2017,RD-19585,Consumer,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,10550.4,4,0,105.504,Jul,2017
6154,20/4/2017,CV-12805,Corporate,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",6236.16,2,0.2,1247.232,Apr,2017
6155,20/4/2017,CV-12805,Corporate,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",6160.32,3,0.2,693.036,Apr,2017
6156,20/4/2017,CV-12805,Corporate,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,39924.48,1,0.2,3992.448,Apr,2017
6157,20/4/2017,CV-12805,Corporate,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",5088.96,3,0.2,1145.016,Apr,2017
6158,3/8/2016,AG-10330,Consumer,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",9784.8,3,0,4598.856,Aug,2016
6159,3/8/2016,AG-10330,Consumer,TEC-AC-10004803,Technology,Accessories,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,20073.6,12,0,2810.304,Aug,2016
6160,3/12/2016,GM-14440,Consumer,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,92721.6,4,0,12981.024,Dec,2016
6161,19/3/2014,MC-17605,Corporate,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,38877.12,3,0.2,3401.748,Mar,2014
6162,19/3/2014,MC-17605,Corporate,OFF-LA-10000443,Office Supplies,Labels,Avery 501,1416.96,4,0.2,478.224,Mar,2014
6163,19/3/2014,MC-17605,Corporate,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,3139.2,3,0.2,235.44,Mar,2014
6164,19/3/2014,MC-17605,Corporate,OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",4028.4,5,0.7,-3088.44,Mar,2014
6165,19/3/2014,MC-17605,Corporate,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,599.04,3,0.2,164.736,Mar,2014
6166,19/3/2014,MC-17605,Corporate,FUR-FU-10002508,Furniture,Furnishings,Document Clip Frames,2401.92,3,0.2,660.528,Mar,2014
6167,19/3/2014,MC-17605,Corporate,TEC-AC-10002647,Technology,Accessories,"Logitech Wireless Boombox Speaker - portable - wireless, wired",20428.8,2,0.2,6384,Mar,2014
6168,20/4/2015,ES-14020,Consumer,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,14094.72,3,0.2,5285.52,Apr,2015
6169,19/9/2015,RW-19540,Corporate,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,2755.2,2,0,1350.048,Sept,2015
6170,27/8/2014,MM-17920,Consumer,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,1603.2,2,0,769.536,Aug,2014
6171,19/12/2016,MH-17440,Corporate,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",4109.76,3,0.2,1387.044,Dec,2016
6172,19/12/2016,MH-17440,Corporate,OFF-AR-10001545,Office Supplies,Art,Newell 326,422.4,2,0,122.496,Dec,2016
6173,2/8/2014,NZ-18565,Home Office,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,3204,5,0,1505.88,Aug,2014
6174,2/8/2014,NZ-18565,Home Office,TEC-AC-10003237,Technology,Accessories,Memorex Micro Travel Drive 4 GB,2544,2,0,1093.92,Aug,2014
6175,2/8/2014,NZ-18565,Home Office,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,100605.6,2,0,27163.512,Aug,2014
6176,21/9/2015,GB-14575,Consumer,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,202804.8,4,0,50701.2,Sept,2015
6177,21/9/2015,GB-14575,Consumer,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,10315.2,7,0,2888.256,Sept,2015
6178,21/9/2015,GB-14575,Consumer,OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",14635.2,2,0,6878.544,Sept,2015
6179,21/9/2015,GB-14575,Consumer,OFF-PA-10001801,Office Supplies,Paper,Xerox 193,2870.4,4,0,1406.496,Sept,2015
6180,21/9/2015,GB-14575,Consumer,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,7675.2,2,0,767.52,Sept,2015
6181,21/9/2015,GB-14575,Consumer,TEC-PH-10000369,Technology,Phones,HTC One Mini,75594,5,0,21166.32,Sept,2015
6182,21/9/2015,GB-14575,Consumer,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,13647.6,3,0,3957.804,Sept,2015
6183,21/9/2015,GB-14575,Consumer,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",1752,2,0,823.44,Sept,2015
6184,21/9/2015,GB-14575,Consumer,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",106540.8,8,0,2130.816,Sept,2015
6185,11/12/2016,DB-13270,Home Office,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",48470.4,5,0.2,3029.4,Dec,2016
6186,7/8/2015,JK-15625,Consumer,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,12816,10,0.2,1281.6,Aug,2015
6187,15/11/2015,MH-17785,Corporate,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,8514,3,0,2469.06,Nov,2015
6188,15/11/2015,MH-17785,Corporate,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,4193.28,6,0.2,1415.232,Nov,2015
6189,15/11/2015,MH-17785,Corporate,OFF-AR-10001955,Office Supplies,Art,Newell 319,14284.8,6,0,4285.44,Nov,2015
6190,4/4/2017,AM-10705,Consumer,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,46060.8,4,0.2,5757.6,Apr,2017
6191,24/12/2016,JM-15535,Consumer,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,95947.2,9,0,24946.272,Dec,2016
6192,13/12/2017,MW-18220,Consumer,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,3772.8,3,0,1018.656,Dec,2017
6193,22/12/2017,AG-10330,Consumer,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,3110.4,5,0.2,1088.64,Dec,2017
6194,22/12/2017,AG-10330,Consumer,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",759.6,5,0.8,-1177.38,Dec,2017
6195,22/12/2017,AG-10330,Consumer,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,9105.6,5,0.2,3186.96,Dec,2017
6196,21/10/2017,CM-12160,Consumer,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,39598.56,2,0.4,-9239.664,Oct,2017
6197,21/10/2017,CM-12160,Consumer,OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,8565.12,3,0.2,-535.32,Oct,2017
6198,13/11/2015,RA-19915,Consumer,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",7652.4,7,0,3443.58,Nov,2015
6199,13/11/2015,RA-19915,Consumer,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,6116.4,3,0,1590.264,Nov,2015
6200,13/11/2015,RA-19915,Consumer,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,11529.6,2,0,5534.208,Nov,2015
6201,16/4/2015,SB-20165,Consumer,TEC-CO-10001766,Technology,Copiers,Canon PC940 Copier,172796.16,4,0.2,58318.704,Apr,2015
6202,16/4/2015,SB-20165,Consumer,TEC-AC-10004396,Technology,Accessories,Logitech Keyboard K120,5227.2,3,0.2,-588.06,Apr,2015
